PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL557,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-09-24,2023-07-12
POL558,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-29,2020-12-24
POL559,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-02-22,2021-07-15
POL560,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-04-27,2021-12-31
POL561,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-03-30,2021-05-04
POL562,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-05-15,2022-11-01
POL563,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-26,2021-07-05
POL564,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-01-24,2022-04-01
POL565,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-06-07,2021-08-14
POL566,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-07,2021-02-06
POL567,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-06-01,2021-11-24
POL568,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-03-26,2021-05-06
POL569,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-04-20,2020-12-13
POL570,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-03-08,2022-09-16
POL571,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-01-22,2022-09-13
POL572,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-20,2021-07-01
POL573,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-06-19,2020-09-14
POL574,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-06-26,2023-05-13
POL575,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-12-28,2022-02-08
POL576,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-12-17,2021-12-03
POL577,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-09,2021-05-17
POL578,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-03-14,2021-09-02
POL579,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-02-01,2020-04-17
POL580,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-25,2021-11-08
POL581,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-06-29,2021-04-05
POL582,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-01-22,2022-10-06
POL583,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-03-10,2020-11-01
POL584,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-07-15,2021-06-12
POL585,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-10-05,2021-11-18
POL586,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-15,2020-06-23
POL587,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-07-21,2023-07-21
POL588,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-04-27,2021-05-29
POL589,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-04-11,2021-02-01
POL590,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-03-03,2022-08-18
POL591,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-09-07,2022-05-25
POL592,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-10-05,2022-02-14
POL593,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-03-10,2021-09-29
POL594,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-02-06,2022-10-20
POL595,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-02-13,2023-01-02
POL596,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-01-07,2022-05-01
POL597,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-10-05,2022-09-12
POL598,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-05-05,2022-02-25
POL599,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-09-03,2021-12-08
POL600,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-03-02,2022-12-13
POL601,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-08-23,2022-07-13
POL602,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-04-26,2021-10-11
POL603,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-07-03,2021-01-01
POL604,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-05-04,2020-10-13
POL605,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-15,2020-09-29
POL606,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-09-10,2021-02-23
POL607,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-06-13,2021-04-05
POL608,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-04-12,2021-07-03
POL609,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-09-02,2023-05-31
POL610,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-08-14,2022-05-01
POL611,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-11-30,2021-05-18
POL612,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-08-01,2023-02-09
POL613,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-07-30,2022-04-27
POL614,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-08-23,2022-07-14
POL615,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-30,2020-12-03
POL616,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-29,2021-10-26
POL617,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-09-29,2021-06-08
POL618,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-04-09,2021-10-14
POL619,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-09-02,2023-01-19
POL620,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-07-23,2020-12-14
POL621,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-09-09,2021-11-06
POL622,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-02-17,2021-10-29
POL623,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-09-16,2023-05-14
POL624,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-04,2022-05-25
POL625,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-03-02,2021-01-14
POL626,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-11-27,2021-01-09
POL627,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-01-16,2021-05-05
POL628,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-01-06,2021-08-23
POL629,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-06-17,2021-07-20
POL630,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-06-13,2021-09-03
POL631,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-01-06,2022-11-21
POL632,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-11-05,2021-04-06
POL633,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-03-19,2022-03-06
POL634,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-02-13,2020-06-01
POL635,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-02-27,2021-08-07
POL636,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-02-03,2022-02-01
POL637,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-05-18,2022-01-07
POL638,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-06-24,2023-04-09
POL639,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-10-26,2021-07-03
POL640,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-04-28,2020-10-08
POL641,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-02-26,2020-07-03
POL642,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-03-16,2022-05-19
POL643,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-01-24,2020-06-02
POL644,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-01-24,2020-11-30
POL645,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-05-23,2022-08-08
POL646,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-12-05,2021-09-12
POL647,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-02-29,2021-01-31
POL648,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-10-05,2022-01-29
POL649,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-12-30,2021-05-20
POL650,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-02-06,2020-08-05
POL651,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-10-11,2021-05-01
POL652,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-08-14,2022-01-26
POL653,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-16,2022-07-13
POL654,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-05-29,2021-03-13
POL655,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-02-19,2020-07-03
POL656,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-08-19,2023-01-14
POL657,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-06-13,2023-06-11
POL658,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-11-05,2022-02-23
POL659,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-06-15,2022-12-02
POL660,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-07-30,2022-05-17
POL661,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-05-28,2021-04-17
POL662,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-07-17,2021-02-03
POL663,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-01-11,2020-04-20
POL664,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-03-01,2021-08-29
POL665,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-12-17,2022-08-23
POL666,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-03-14,2021-07-14
POL667,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-03-03,2021-04-14
POL668,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-03-01,2021-06-23
POL669,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-11-06,2021-10-11
POL670,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-03-07,2022-12-02
POL671,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-07-04,2020-10-26
POL672,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-02-08,2022-09-12
POL673,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-09-29,2022-06-07
POL674,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-06-05,2021-04-09
POL675,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-07-04,2021-04-07
POL676,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-12-22,2021-07-19
POL677,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-09-10,2021-05-14
POL678,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-07-13,2022-12-04
POL679,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-06-15,2020-10-06
POL680,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-05-04,2022-10-23
POL681,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-05-29,2020-09-10
POL682,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-08-12,2022-07-18
POL683,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-06-14,2021-04-08
POL684,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-02-14,2021-11-03
POL685,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-12-29,2021-08-28
POL686,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-01-09,2020-03-08
POL687,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-01-08,2022-01-04
POL688,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-12-08,2022-04-17
POL689,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-08,2021-04-12
POL690,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-20,2020-10-10
POL691,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-07-28,2020-11-25
POL692,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-07-27,2022-03-30
POL693,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-08-26,2021-10-10
POL694,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-09-08,2021-11-25
POL695,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-08-13,2021-01-08
POL696,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-07-04,2022-10-20
POL697,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-01-24,2020-03-03
